,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
3050,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,06,2020
3060,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,337950.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,2.76,12,2017
3061,2016M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,5320.0,"UPCHURCH SERVICES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.5,11,2016
3064,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
3070,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,03,2021
3076,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
3083,2017M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,6427.5,MARCUM OIL CO INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.94,06,2017
3112,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,66002.31,"ENERGY WEST RESOURCES, INC",DEPT OF THE AIR FORCE,1.92,05,2016
3121,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,468000.0,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.28,10,2018
3122,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1808899.78,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.94,03,2019
3127,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,03,2021
3128,2016M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.79,08,2016
3134,2018M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,16956.8,PETER HEMPT GMBH,DEPT OF THE ARMY,2.96,08,2018
3137,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
3145,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,04,2020
3153,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,190064.16,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.78,04,2018
3158,2020M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",15040.0,"DRESSER-ARGUS, INC",DEFENSE LOGISTICS AGENCY,1.92,02,2020
3181,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
3182,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,117001.31,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33,10,2019
3187,2017M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12088.44,"BLOUCH, GEORGE H. FUEL SERVICE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.89,03,2017
3188,2019M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,2.22,08,2019
3189,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,06,2020
3193,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,153038.98,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,1.96,02,2016
3198,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,9347.38,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.36,07,2019
3215,2016M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,51132.24,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,3.58,12,2016
3226,2017M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1156.84,ENERGAS SPA,DEPT OF THE ARMY,3.26,01,2017
3250,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",55162.14,"INTERSPEC, LLC",DEPT OF THE ARMY,2.96,09,2017
3252,2016M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35050.91,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.57,06,2016
3257,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
3269,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",15243.44,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.8,07,2021
3271,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
3277,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
3284,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,56556.07,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.94,06,2017
3288,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),4870033.15,"TICOM GEOMATICS, INC.",DEPT OF THE AIR FORCE,1.7,03,2016
3306,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"FIRESIDE NATURAL GAS, LLC",DEFENSE LOGISTICS AGENCY,2.61,04,2021
3309,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
3314,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12275.19,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,2.79,08,2016
3325,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- OTHER,257744.82,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.12,05,2017
3333,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,BP ENERGY COMPANY,DEFENSE LOGISTICS AGENCY,3.08,04,2017
3336,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",4350.0,"WATERMARK ENVIRONMENTAL, INCORPORATED",DEPT OF THE AIR FORCE,1.9,04,2016
3341,2016M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",8008.02,ROGERS PETROLEUM INC.,FEDERAL PRISON SYSTEM,1.7,03,2016
3342,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,157143.26,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.28,10,2018
3344,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,218722.39,FUEL DROP INC.,DEPT OF THE AIR FORCE,2.56,03,2021
3347,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35922.02,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.99,11,2017
3364,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,980.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
3367,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: OTHER,12500.0,PETROTECHNICAL RESOURCES OF ALASKA,BUREAU OF LAND MANAGEMENT,1.9,04,2016
3370,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,332909.36,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.86,01,2018
3375,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,11329.32,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.99,11,2017
3379,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89,05,2021
3381,2018M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,262857.99,"HIGH DESERT PIPELINE, INC.",DEPT OF THE ARMY,2.67,02,2018
3388,2020M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,114042.37,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.03,01,2020
3399,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF OTHER UTILITIES,374285.33,"SNOW CONSULTING AND SERVICES, INC.",BUREAU OF LAND MANAGEMENT,2.96,09,2017
3403,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
3405,2017M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",18748.24,"MULTIMARINE SERVICES, INC.",DEPT OF THE NAVY,2.88,08,2017
3406,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,369032.26,"CENTERPOINT ENERGY SERVICES, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.95,10,2016
3413,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12206.91,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.36,07,2019
3417,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PURCHASE OF FUEL SUPPLY FACILITIES,11461.94,DEFENSE LOGISTICS AGENCY,"STATE, DEPARTMENT OF",1.92,09,2020
3422,2017M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,7034.27,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.12,05,2017
3425,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7784.62,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.82,02,2017
3431,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,4900.0,"CLEAN FUELS ASSOCIATES, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.56,03,2021
3439,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,3228.13,"AMERESCO SELECT, INC.",DEPT OF THE ARMY,3.58,12,2016
3441,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,569003.04,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89,05,2021
3449,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,614652.5,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,1.96,02,2016
3451,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,238637.5,FUEL DROP INC.,DEPT OF THE AIR FORCE,2.94,03,2019
3453,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,03,2020
3455,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,06,2019
3459,2019M09,NATURAL GAS EXTRACTION,UTILITIES- OTHER,318443.48,"UGI ENERGY SERVICES, LLC",INTERNAL REVENUE SERVICE,2.58,09,2019
3472,2017M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2988.2,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.86,10,2017
3483,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
3484,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF WATER SUPPLY FACILITIES,372500.0,"E2 CONTRACTING, INC.",BUREAU OF LAND MANAGEMENT,5.11,09,2021
3485,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,7381.43,"COMPASS WATER SOLUTIONS, INC.",U.S. COAST GUARD,3.8,07,2021
3491,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,171751.36,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
3503,2017M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,16500.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,2.99,11,2017
3513,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
3514,2021M05,NATURAL GAS EXTRACTION,UTILITIES- GAS,330000.0,"FIRESIDE NATURAL GAS, LLC",DEPT OF THE AIR FORCE,2.89,05,2021
3525,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,167077.51,GAS SOUTH LLC,FEDERAL LAW ENFORCEMENT TRAINING CENTER,2.95,06,2018
3527,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,43151.13,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.88,08,2017
3533,2021M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.11,09,2021
3534,2017M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3087.27,LIQUIGAS SPA,DEPT OF THE ARMY,3.12,05,2017
3541,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7140.91,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.96,07,2017
3554,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,06,2021
3555,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,177800.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,1.92,05,2016
3560,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
3563,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,49717.47,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.86,01,2018
3566,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,27805.0,,DEPT OF THE ARMY,3.8,07,2021
3567,2016M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,259700.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,2.79,07,2016
3572,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,100854.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.7,03,2016
3579,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",354.87,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE NAVY,4.13,11,2018
3581,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7694.4,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89,03,2017
3582,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",22180.0,"PETROLEUM EQUIPMENT, INC.","VETERANS AFFAIRS, DEPARTMENT OF",3.23,06,2021
3589,2017M01,NATURAL GAS LIQUID EXTRACTION,"FUELS, SOLID",21418.69,SHA DANE CONSULTANTS,BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION,3.26,01,2017
3591,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,60780.9,"INTERCONN RESOURCES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.76,12,2017
3603,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,504665.13,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.5,11,2016
3609,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294192.0,"DIRECT ENERGY BUSINESS MARKETING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.25,10,2020
3610,2016M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,20753.36,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY,2.27,01,2016
3614,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"WGL ENERGY SERVICES, INC.",DEFENSE LOGISTICS AGENCY,3.58,12,2016
3622,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,194902.43,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.96,02,2016
3631,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,9499.25,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.96,07,2017
3642,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,261418.16,"ACTY CO., LTD.",DEPT OF THE NAVY,3.8,07,2021
3650,2019M11,NATURAL GAS EXTRACTION,UTILITIES- GAS,283733.76,"CENTERPOINT ENERGY SERVICES, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.65,11,2019
3653,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
3655,2019M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,41576.9,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.58,09,2019
3656,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,77524.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.95,06,2018
3661,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,61376.4,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,3.08,04,2017
3662,2016M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),203486.0,"HYDROCARBON WELL SERVICES, INC.",BUREAU OF LAND MANAGEMENT,2.57,06,2016
3669,2016M11,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",42069.39,MIDLAND SERVICES INC,NATIONAL PARK SERVICE,2.5,11,2016
3688,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",12569.2,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.61,04,2021
3701,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: OTHER,114900.0,"CRYSTAL CLEAR MAINTENANCE, INC.",BUREAU OF LAND MANAGEMENT,2.96,09,2017
3706,2020M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,389206.45,"HIGH DESERT PIPELINE, INC.",DEPT OF THE ARMY,2.54,12,2020
3715,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,36240.14,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY,1.9,04,2016
3717,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,02,2019
3729,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,61753.89,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,3.26,01,2017
3732,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
3744,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,08,2021
3748,2019M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SAGE ENERGY TRADING, LLC",DEFENSE LOGISTICS AGENCY,2.22,08,2019
3770,2020M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,149000.0,WASHINGTON GAS ENERGY SERVICES INC,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,2.59,11,2020
3771,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,51200.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.83,07,2018
3777,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,39157.92,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.33,10,2019
3779,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION),9242.5,GWALTNEY DRILLING INC,U.S. FISH AND WILDLIFE SERVICE,2.96,09,2017
3790,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,141946.11,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89,03,2017
3798,2018M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,135777.98,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.7,03,2018
3805,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MARINE HARDWARE AND HULL ITEMS,14405.6,ATF INC.,DEPT OF THE NAVY,1.9,04,2016
3808,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,677527.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.25,10,2020
3810,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,105048.6,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,3.12,05,2017
3817,2017M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,AIR CONDITIONING EQUIPMENT,6298.79,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.82,02,2017
3823,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.25,10,2020
3825,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,73199.29,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,1.7,03,2016
3828,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",17428884.03,"USIBELLI COAL MINE, INC.",DEPT OF THE ARMY,3.28,10,2018
3832,2017M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2591.54,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,3.08,04,2017
