,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
2804,2018M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,4461.22,"MARK J. TRAUT WELLS, INC",OTHER,2.96,8,2018
2808,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,139200.45,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67,2,2018
2812,2020M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,234990.28,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.03,1,2020
2815,2016M10,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",12380,ROGERS PETROLEUM INC.,OTHER,2.95,10,2016
2817,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3430.2,PROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCE,2.58,9,2019
2823,2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,9380.24,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY,2.79,8,2016
2829,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35000,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.33,10,2019
2831,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,139112.45,"INTERSPEC, LLC",DEPT OF THE ARMY,2.79,7,2016
2839,2016M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",900,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,1.7,3,2016
2846,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,82530.66,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.61,4,2021
2857,2017M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,5000,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.86,10,2017
2862,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,339804.64,"SAGE ENERGY TRADING, LLC",OTHER,3.28,10,2018
2867,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,5,2019
2870,2019M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,26093.58,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.36,7,2019
2879,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,1,2019
2888,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,80552.15,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.94,3,2019
2900,2018M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,26876.25,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,3.98,12,2018
2908,2018M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,154012.81,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.7,3,2018
2909,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,6,2021
2919,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,4,2020
2924,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,96110.23,"TIGER NATURAL GAS, INC.",OTHER,2.83,7,2018
2929,2018M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",112.73,MISCELLANEOUS FOREIGN AWARDEES,OTHER,2.98,9,2018
2930,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,421675.5,"ENSPIRE ENERGY, LLC",OTHER,2.89,3,2017
2943,2019M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,10863.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.08,1,2019
2945,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,146668.71,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.88,8,2017
2946,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,157729.57,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.86,10,2017
2948,2017M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,10548.96,"COLONIAL OIL INDUSTRIES, INC.",OTHER,3.26,1,2017
2954,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,71318.32,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.67,2,2018
2957,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,237715.51,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.7,3,2016
2965,2019M12,NATURAL GAS EXTRACTION,UTILITIES- GAS,140000,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,2.24,12,2019
2966,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,75056.74,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,3.26,1,2017
2968,2019M10,NATURAL GAS EXTRACTION,UTILITIES- OTHER,464088.68,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.33,10,2019
2978,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,106642.03,"TIGER NATURAL GAS, INC.",OTHER,2.86,10,2017
2980,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,4,2019
2981,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,11400,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",4.05,8,2021
2982,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,353193.76,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.99,11,2017
2985,2020M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: OTHER,51000,"DRILLING INFO, INC.",OTHER,2.3,8,2020
2990,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,7,2021
2992,2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",6038.48,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",1.96,2,2016
3000,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,2,2020
3003,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,4,2019
3009,2017M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",2073.41,UNIK ARQUITECTURA SAS,DEPT OF THE ARMY,2.88,8,2017
3013,2017M09,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",11136,ROGERS PETROLEUM INC.,OTHER,2.96,9,2017
3018,2016M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4998.32,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.79,7,2016
3021,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
3035,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,221610.48,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.94,3,2019
3050,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,6,2020
3060,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,337950,"COLONIAL ENERGY, INC.",OTHER,2.76,12,2017
3061,2016M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,5320,"UPCHURCH SERVICES, LLC",OTHER,2.5,11,2016
3064,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,4,2019
3070,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,3,2021
3076,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
3083,2017M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,6427.5,MARCUM OIL CO INC,OTHER,2.94,6,2017
3112,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,66002.31,"ENERGY WEST RESOURCES, INC",DEPT OF THE AIR FORCE,1.92,5,2016
3121,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,468000,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,3.28,10,2018
3122,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1808899.78,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.94,3,2019
3127,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,3,2021
3134,2018M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,16956.8,PETER HEMPT GMBH,DEPT OF THE ARMY,2.96,8,2018
3137,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
3145,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,4,2020
3153,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,190064.16,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.78,4,2018
3158,2020M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",15040,"DRESSER-ARGUS, INC",OTHER,1.92,2,2020
3181,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
3182,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,117001.31,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.33,10,2019
3187,2017M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12088.44,"BLOUCH, GEORGE H. FUEL SERVICE, INC.",OTHER,2.89,3,2017
3189,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,6,2020
3193,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,153038.98,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,1.96,2,2016
3198,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,9347.38,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.36,7,2019
3215,2016M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,51132.24,"AMERIGAS PROPANE, L.P.",OTHER,3.58,12,2016
3226,2017M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1156.84,ENERGAS SPA,DEPT OF THE ARMY,3.26,1,2017
3250,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",55162.14,"INTERSPEC, LLC",DEPT OF THE ARMY,2.96,9,2017
3252,2016M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35050.91,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.57,6,2016
3257,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
3269,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",15243.44,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.8,7,2021
3271,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
3277,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,7,2020
3284,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,56556.07,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.94,6,2017
3288,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),4870033.15,"TICOM GEOMATICS, INC.",DEPT OF THE AIR FORCE,1.7,3,2016
3309,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,5,2019
3314,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12275.19,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,2.79,8,2016
3325,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- OTHER,257744.82,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,3.12,5,2017
3336,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",4350,"WATERMARK ENVIRONMENTAL, INCORPORATED",DEPT OF THE AIR FORCE,1.9,4,2016
3341,2016M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",8008.02,ROGERS PETROLEUM INC.,OTHER,1.7,3,2016
3342,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,157143.26,"TIGER NATURAL GAS, INC.",OTHER,3.28,10,2018
3344,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,218722.39,FUEL DROP INC.,DEPT OF THE AIR FORCE,2.56,3,2021
3347,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35922.02,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.99,11,2017
3364,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,980,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
3367,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: OTHER,12500,PETROTECHNICAL RESOURCES OF ALASKA,OTHER,1.9,4,2016
3370,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,332909.36,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.86,1,2018
3375,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,11329.32,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.99,11,2017
3379,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89,5,2021
3381,2018M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,262857.99,"HIGH DESERT PIPELINE, INC.",DEPT OF THE ARMY,2.67,2,2018
3388,2020M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,114042.37,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.03,1,2020
3399,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF OTHER UTILITIES,374285.33,"SNOW CONSULTING AND SERVICES, INC.",OTHER,2.96,9,2017
3403,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,5,2019
3405,2017M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",18748.24,"MULTIMARINE SERVICES, INC.",OTHER,2.88,8,2017
3406,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,369032.26,"CENTERPOINT ENERGY SERVICES, INC.",OTHER,2.95,10,2016
3413,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12206.91,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.36,7,2019
3417,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PURCHASE OF FUEL SUPPLY FACILITIES,11461.94,DEFENSE LOGISTICS AGENCY,"STATE, DEPARTMENT OF",1.92,9,2020
3422,2017M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,7034.27,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.12,5,2017
3425,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7784.62,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.82,2,2017
3431,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,4900,"CLEAN FUELS ASSOCIATES, INC.",OTHER,2.56,3,2021
3439,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,3228.13,"AMERESCO SELECT, INC.",DEPT OF THE ARMY,3.58,12,2016
3441,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,569003.04,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89,5,2021
3449,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,614652.5,"ENSPIRE ENERGY, LLC",OTHER,1.96,2,2016
3451,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,238637.5,FUEL DROP INC.,DEPT OF THE AIR FORCE,2.94,3,2019
3453,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,3,2020
3455,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,6,2019
3459,2019M09,NATURAL GAS EXTRACTION,UTILITIES- OTHER,318443.48,"UGI ENERGY SERVICES, LLC",OTHER,2.58,9,2019
3472,2017M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2988.2,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.86,10,2017
3483,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
3484,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF WATER SUPPLY FACILITIES,372500,"E2 CONTRACTING, INC.",OTHER,5.11,9,2021
3485,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,7381.43,"COMPASS WATER SOLUTIONS, INC.",OTHER,3.8,7,2021
3491,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,171751.36,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
3503,2017M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,16500,"AMERIGAS PROPANE, L.P.",OTHER,2.99,11,2017
3513,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
3514,2021M05,NATURAL GAS EXTRACTION,UTILITIES- GAS,330000,"FIRESIDE NATURAL GAS, LLC",DEPT OF THE AIR FORCE,2.89,5,2021
3525,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,167077.51,GAS SOUTH LLC,OTHER,2.95,6,2018
3527,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,43151.13,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.88,8,2017
3533,2021M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.11,9,2021
3534,2017M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3087.27,LIQUIGAS SPA,DEPT OF THE ARMY,3.12,5,2017
3541,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7140.91,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.96,7,2017
3554,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,6,2021
3555,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,177800,"COLONIAL ENERGY, INC.",OTHER,1.92,5,2016
3560,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
3563,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,49717.47,"TIGER NATURAL GAS, INC.",OTHER,3.86,1,2018
3566,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,27805,,DEPT OF THE ARMY,3.8,7,2021
3567,2016M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,259700,"COLONIAL ENERGY, INC.",OTHER,2.79,7,2016
3572,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,100854,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.7,3,2016
3579,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",354.87,MISCELLANEOUS FOREIGN AWARDEES,OTHER,4.13,11,2018
3581,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7694.4,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89,3,2017
3582,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",22180,"PETROLEUM EQUIPMENT, INC.",OTHER,3.23,6,2021
3589,2017M01,NATURAL GAS LIQUID EXTRACTION,"FUELS, SOLID",21418.69,SHA DANE CONSULTANTS,OTHER,3.26,1,2017
3591,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,60780.9,"INTERCONN RESOURCES, LLC",OTHER,2.76,12,2017
3603,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,504665.13,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.5,11,2016
3609,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294192,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.25,10,2020
3610,2016M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,20753.36,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY,2.27,1,2016
